idx_episode,score,score_mave100,experiment
91,1.0,,dqn:v01
92,2.0,,dqn:v01
93,2.0,,dqn:v01
94,-1.0,,dqn:v01
95,2.0,,dqn:v01
96,0.0,,dqn:v01
97,1.0,,dqn:v01
98,1.0,,dqn:v01
99,-1.0,,dqn:v01
100,2.0,0.28,dqn:v01
101,0.0,0.28,dqn:v01
102,1.0,0.31,dqn:v01
103,2.0,0.33,dqn:v01
104,2.0,0.35,dqn:v01
105,2.0,0.37,dqn:v01
106,1.0,0.38,dqn:v01
107,0.0,0.38,dqn:v01
108,0.0,0.41,dqn:v01
109,0.0,0.44,dqn:v01
110,1.0,0.44,dqn:v01
111,0.0,0.43,dqn:v01
112,2.0,0.44,dqn:v01
113,1.0,0.45,dqn:v01
114,2.0,0.47,dqn:v01
115,1.0,0.48,dqn:v01
116,1.0,0.51,dqn:v01
117,1.0,0.51,dqn:v01
118,2.0,0.53,dqn:v01
119,0.0,0.53,dqn:v01
120,0.0,0.53,dqn:v01
121,1.0,0.54,dqn:v01
122,0.0,0.54,dqn:v01
123,1.0,0.56,dqn:v01
124,2.0,0.58,dqn:v01
125,2.0,0.6,dqn:v01
126,0.0,0.61,dqn:v01
127,1.0,0.65,dqn:v01
128,2.0,0.67,dqn:v01
129,1.0,0.66,dqn:v01
130,-1.0,0.65,dqn:v01
131,2.0,0.67,dqn:v01
132,2.0,0.69,dqn:v01
133,2.0,0.71,dqn:v01
134,3.0,0.74,dqn:v01
135,0.0,0.75,dqn:v01
136,2.0,0.77,dqn:v01
137,5.0,0.78,dqn:v01
138,1.0,0.8,dqn:v01
139,2.0,0.84,dqn:v01
140,4.0,0.86,dqn:v01
141,1.0,0.87,dqn:v01
142,4.0,0.91,dqn:v01
143,-1.0,0.9,dqn:v01
144,0.0,0.91,dqn:v01
145,1.0,0.9,dqn:v01
146,0.0,0.89,dqn:v01
147,6.0,0.95,dqn:v01
148,4.0,0.99,dqn:v01
149,1.0,0.99,dqn:v01
150,0.0,1.0,dqn:v01
151,-1.0,1.0,dqn:v01
152,-1.0,0.98,dqn:v01
153,1.0,0.97,dqn:v01
154,1.0,0.98,dqn:v01
155,3.0,1.0,dqn:v01
156,0.0,1.0,dqn:v01
157,3.0,1.02,dqn:v01
158,1.0,1.02,dqn:v01
159,1.0,1.03,dqn:v01
160,5.0,1.08,dqn:v01
161,1.0,1.09,dqn:v01
162,-1.0,1.08,dqn:v01
163,-2.0,1.04,dqn:v01
164,1.0,1.04,dqn:v01
165,4.0,1.06,dqn:v01
166,7.0,1.12,dqn:v01
167,2.0,1.13,dqn:v01
168,4.0,1.17,dqn:v01
169,7.0,1.24,dqn:v01
170,1.0,1.25,dqn:v01
171,3.0,1.28,dqn:v01
172,1.0,1.28,dqn:v01
173,3.0,1.31,dqn:v01
174,5.0,1.34,dqn:v01
175,2.0,1.37,dqn:v01
176,5.0,1.4,dqn:v01
177,5.0,1.47,dqn:v01
178,0.0,1.46,dqn:v01
179,1.0,1.48,dqn:v01
180,2.0,1.5,dqn:v01
181,6.0,1.53,dqn:v01
182,8.0,1.61,dqn:v01
183,4.0,1.66,dqn:v01
184,5.0,1.72,dqn:v01
185,2.0,1.74,dqn:v01
186,4.0,1.75,dqn:v01
187,8.0,1.83,dqn:v01
188,6.0,1.87,dqn:v01
189,6.0,1.93,dqn:v01
190,6.0,1.95,dqn:v01
191,5.0,1.99,dqn:v01
192,2.0,1.99,dqn:v01
193,5.0,2.02,dqn:v01
194,3.0,2.06,dqn:v01
195,3.0,2.07,dqn:v01
196,1.0,2.08,dqn:v01
197,5.0,2.12,dqn:v01
198,4.0,2.15,dqn:v01
199,7.0,2.23,dqn:v01
200,5.0,2.26,dqn:v01
201,2.0,2.28,dqn:v01
202,2.0,2.29,dqn:v01
203,8.0,2.35,dqn:v01
204,6.0,2.39,dqn:v01
205,4.0,2.41,dqn:v01
206,5.0,2.45,dqn:v01
207,6.0,2.51,dqn:v01
208,7.0,2.58,dqn:v01
209,3.0,2.61,dqn:v01
210,5.0,2.65,dqn:v01
211,3.0,2.68,dqn:v01
212,8.0,2.74,dqn:v01
213,4.0,2.77,dqn:v01
214,2.0,2.77,dqn:v01
215,2.0,2.78,dqn:v01
216,3.0,2.8,dqn:v01
217,4.0,2.83,dqn:v01
218,8.0,2.89,dqn:v01
219,5.0,2.94,dqn:v01
220,6.0,3.0,dqn:v01
221,4.0,3.03,dqn:v01
222,6.0,3.09,dqn:v01
223,4.0,3.12,dqn:v01
224,7.0,3.17,dqn:v01
225,8.0,3.23,dqn:v01
226,7.0,3.3,dqn:v01
227,3.0,3.32,dqn:v01
228,7.0,3.37,dqn:v01
229,6.0,3.42,dqn:v01
230,6.0,3.49,dqn:v01
231,4.0,3.51,dqn:v01
232,7.0,3.56,dqn:v01
233,5.0,3.59,dqn:v01
234,5.0,3.61,dqn:v01
235,7.0,3.68,dqn:v01
236,6.0,3.72,dqn:v01
237,7.0,3.74,dqn:v01
238,7.0,3.8,dqn:v01
239,6.0,3.84,dqn:v01
240,2.0,3.82,dqn:v01
241,4.0,3.85,dqn:v01
242,5.0,3.86,dqn:v01
243,10.0,3.97,dqn:v01
244,8.0,4.05,dqn:v01
245,2.0,4.06,dqn:v01
246,3.0,4.09,dqn:v01
247,7.0,4.1,dqn:v01
248,8.0,4.14,dqn:v01
249,2.0,4.15,dqn:v01
250,4.0,4.19,dqn:v01
251,5.0,4.25,dqn:v01
252,3.0,4.29,dqn:v01
253,2.0,4.3,dqn:v01
254,2.0,4.31,dqn:v01
255,6.0,4.34,dqn:v01
256,4.0,4.38,dqn:v01
257,2.0,4.37,dqn:v01
258,4.0,4.4,dqn:v01
259,4.0,4.43,dqn:v01
260,3.0,4.41,dqn:v01
261,4.0,4.44,dqn:v01
262,6.0,4.51,dqn:v01
263,9.0,4.62,dqn:v01
264,5.0,4.66,dqn:v01
265,1.0,4.63,dqn:v01
266,9.0,4.65,dqn:v01
267,8.0,4.71,dqn:v01
268,3.0,4.7,dqn:v01
269,7.0,4.7,dqn:v01
270,5.0,4.74,dqn:v01
271,3.0,4.74,dqn:v01
272,8.0,4.81,dqn:v01
273,8.0,4.86,dqn:v01
274,6.0,4.87,dqn:v01
275,7.0,4.92,dqn:v01
276,11.0,4.98,dqn:v01
277,4.0,4.97,dqn:v01
278,7.0,5.04,dqn:v01
279,4.0,5.07,dqn:v01
280,9.0,5.14,dqn:v01
281,8.0,5.16,dqn:v01
282,12.0,5.2,dqn:v01
283,3.0,5.19,dqn:v01
284,6.0,5.2,dqn:v01
285,9.0,5.27,dqn:v01
286,0.0,5.23,dqn:v01
287,9.0,5.24,dqn:v01
288,7.0,5.25,dqn:v01
289,5.0,5.24,dqn:v01
290,4.0,5.22,dqn:v01
291,9.0,5.26,dqn:v01
292,0.0,5.24,dqn:v01
293,9.0,5.28,dqn:v01
294,7.0,5.32,dqn:v01
295,9.0,5.38,dqn:v01
296,7.0,5.44,dqn:v01
297,7.0,5.46,dqn:v01
298,9.0,5.51,dqn:v01
299,8.0,5.52,dqn:v01
300,2.0,5.49,dqn:v01
301,6.0,5.53,dqn:v01
302,5.0,5.56,dqn:v01
303,11.0,5.59,dqn:v01
304,6.0,5.59,dqn:v01
305,4.0,5.59,dqn:v01
306,7.0,5.61,dqn:v01
307,10.0,5.65,dqn:v01
308,7.0,5.65,dqn:v01
309,8.0,5.7,dqn:v01
310,1.0,5.66,dqn:v01
311,8.0,5.71,dqn:v01
312,7.0,5.7,dqn:v01
313,5.0,5.71,dqn:v01
314,7.0,5.76,dqn:v01
315,4.0,5.78,dqn:v01
316,4.0,5.79,dqn:v01
317,10.0,5.85,dqn:v01
318,9.0,5.86,dqn:v01
319,8.0,5.89,dqn:v01
320,6.0,5.89,dqn:v01
321,8.0,5.93,dqn:v01
322,4.0,5.91,dqn:v01
323,2.0,5.89,dqn:v01
324,15.0,5.97,dqn:v01
325,9.0,5.98,dqn:v01
326,7.0,5.98,dqn:v01
327,9.0,6.04,dqn:v01
328,8.0,6.05,dqn:v01
329,7.0,6.06,dqn:v01
330,2.0,6.02,dqn:v01
331,10.0,6.08,dqn:v01
332,4.0,6.05,dqn:v01
333,8.0,6.08,dqn:v01
334,3.0,6.06,dqn:v01
335,10.0,6.09,dqn:v01
336,8.0,6.11,dqn:v01
337,14.0,6.18,dqn:v01
338,2.0,6.13,dqn:v01
339,4.0,6.11,dqn:v01
340,7.0,6.16,dqn:v01
341,6.0,6.18,dqn:v01
342,6.0,6.19,dqn:v01
343,6.0,6.15,dqn:v01
344,8.0,6.15,dqn:v01
345,7.0,6.2,dqn:v01
346,6.0,6.23,dqn:v01
347,13.0,6.29,dqn:v01
348,8.0,6.29,dqn:v01
349,9.0,6.36,dqn:v01
350,11.0,6.43,dqn:v01
351,7.0,6.45,dqn:v01
352,13.0,6.55,dqn:v01
353,6.0,6.59,dqn:v01
354,12.0,6.69,dqn:v01
355,12.0,6.75,dqn:v01
356,5.0,6.76,dqn:v01
357,5.0,6.79,dqn:v01
358,8.0,6.83,dqn:v01
359,5.0,6.84,dqn:v01
360,4.0,6.85,dqn:v01
361,8.0,6.89,dqn:v01
362,10.0,6.93,dqn:v01
363,3.0,6.87,dqn:v01
364,2.0,6.84,dqn:v01
365,5.0,6.88,dqn:v01
366,10.0,6.89,dqn:v01
367,9.0,6.9,dqn:v01
368,6.0,6.93,dqn:v01
369,6.0,6.92,dqn:v01
370,7.0,6.94,dqn:v01
371,9.0,7.0,dqn:v01
372,9.0,7.01,dqn:v01
373,11.0,7.04,dqn:v01
374,11.0,7.09,dqn:v01
375,8.0,7.1,dqn:v01
376,3.0,7.02,dqn:v01
377,8.0,7.06,dqn:v01
378,11.0,7.1,dqn:v01
379,9.0,7.15,dqn:v01
380,7.0,7.13,dqn:v01
381,6.0,7.11,dqn:v01
382,4.0,7.03,dqn:v01
383,9.0,7.09,dqn:v01
384,7.0,7.1,dqn:v01
385,9.0,7.1,dqn:v01
386,13.0,7.23,dqn:v01
387,13.0,7.27,dqn:v01
388,12.0,7.32,dqn:v01
389,9.0,7.36,dqn:v01
390,11.0,7.43,dqn:v01
391,10.0,7.44,dqn:v01
392,12.0,7.56,dqn:v01
393,5.0,7.52,dqn:v01
394,7.0,7.52,dqn:v01
395,1.0,7.44,dqn:v01
396,6.0,7.43,dqn:v01
397,7.0,7.43,dqn:v01
398,11.0,7.45,dqn:v01
399,7.0,7.44,dqn:v01
400,17.0,7.59,dqn:v01
401,12.0,7.65,dqn:v01
402,14.0,7.74,dqn:v01
403,3.0,7.66,dqn:v01
404,7.0,7.67,dqn:v01
405,7.0,7.7,dqn:v01
406,7.0,7.7,dqn:v01
407,12.0,7.72,dqn:v01
408,8.0,7.73,dqn:v01
409,15.0,7.8,dqn:v01
410,13.0,7.92,dqn:v01
411,7.0,7.91,dqn:v01
412,16.0,8.0,dqn:v01
413,12.0,8.07,dqn:v01
414,5.0,8.05,dqn:v01
415,10.0,8.11,dqn:v01
416,13.0,8.2,dqn:v01
417,10.0,8.2,dqn:v01
418,8.0,8.19,dqn:v01
419,12.0,8.23,dqn:v01
420,8.0,8.25,dqn:v01
421,7.0,8.24,dqn:v01
422,13.0,8.33,dqn:v01
423,19.0,8.5,dqn:v01
424,8.0,8.43,dqn:v01
425,3.0,8.37,dqn:v01
426,21.0,8.51,dqn:v01
427,8.0,8.5,dqn:v01
428,10.0,8.52,dqn:v01
429,9.0,8.54,dqn:v01
430,13.0,8.65,dqn:v01
431,17.0,8.72,dqn:v01
432,17.0,8.85,dqn:v01
433,12.0,8.89,dqn:v01
434,16.0,9.02,dqn:v01
435,11.0,9.03,dqn:v01
436,11.0,9.06,dqn:v01
437,4.0,8.96,dqn:v01
438,14.0,9.08,dqn:v01
439,13.0,9.17,dqn:v01
440,11.0,9.21,dqn:v01
441,16.0,9.31,dqn:v01
442,12.0,9.37,dqn:v01
443,15.0,9.46,dqn:v01
444,9.0,9.47,dqn:v01
445,9.0,9.49,dqn:v01
446,13.0,9.56,dqn:v01
447,15.0,9.58,dqn:v01
448,16.0,9.66,dqn:v01
449,12.0,9.69,dqn:v01
450,5.0,9.63,dqn:v01
451,15.0,9.71,dqn:v01
452,13.0,9.71,dqn:v01
453,3.0,9.68,dqn:v01
454,7.0,9.63,dqn:v01
455,17.0,9.68,dqn:v01
456,14.0,9.77,dqn:v01
457,13.0,9.85,dqn:v01
458,15.0,9.92,dqn:v01
459,11.0,9.98,dqn:v01
460,13.0,10.07,dqn:v01
461,9.0,10.08,dqn:v01
462,7.0,10.05,dqn:v01
463,15.0,10.17,dqn:v01
464,12.0,10.27,dqn:v01
465,14.0,10.36,dqn:v01
466,13.0,10.39,dqn:v01
467,8.0,10.38,dqn:v01
468,19.0,10.51,dqn:v01
469,16.0,10.61,dqn:v01
470,10.0,10.64,dqn:v01
471,16.0,10.71,dqn:v01
472,12.0,10.74,dqn:v01
473,18.0,10.81,dqn:v01
474,18.0,10.88,dqn:v01
475,18.0,10.98,dqn:v01
476,13.0,11.08,dqn:v01
477,11.0,11.11,dqn:v01
478,13.0,11.13,dqn:v01
479,14.0,11.18,dqn:v01
480,18.0,11.29,dqn:v01
481,14.0,11.37,dqn:v01
482,19.0,11.52,dqn:v01
483,15.0,11.58,dqn:v01
484,18.0,11.69,dqn:v01
485,20.0,11.8,dqn:v01
486,10.0,11.77,dqn:v01
487,16.0,11.8,dqn:v01
488,10.0,11.78,dqn:v01
489,14.0,11.83,dqn:v01
490,10.0,11.82,dqn:v01
491,16.0,11.88,dqn:v01
492,14.0,11.9,dqn:v01
493,16.0,12.01,dqn:v01
494,9.0,12.03,dqn:v01
495,23.0,12.25,dqn:v01
496,20.0,12.39,dqn:v01
497,9.0,12.41,dqn:v01
498,12.0,12.42,dqn:v01
499,14.0,12.49,dqn:v01
500,13.0,12.45,dqn:v01
501,13.0,12.46,dqn:v01
502,20.0,12.52,dqn:v01
503,17.0,12.66,dqn:v01
504,14.0,12.73,dqn:v01
505,14.0,12.8,dqn:v01
506,14.0,12.87,dqn:v01
507,19.0,12.94,dqn:v01
508,19.0,13.05,dqn:v01
