idx_episode,score,score_mave100,experiment
267,1.0,-0.04,dueldq:v01
268,0.0,-0.05,dueldq:v01
269,1.0,-0.05,dueldq:v01
270,-1.0,-0.06,dueldq:v01
271,1.0,-0.07,dueldq:v01
272,4.0,-0.02,dueldq:v01
273,-1.0,-0.01,dueldq:v01
274,1.0,-0.01,dueldq:v01
275,0.0,0.01,dueldq:v01
276,-2.0,-0.02,dueldq:v01
277,3.0,0.01,dueldq:v01
278,4.0,0.07,dueldq:v01
279,0.0,0.05,dueldq:v01
280,1.0,0.06,dueldq:v01
281,-2.0,0.04,dueldq:v01
282,0.0,0.03,dueldq:v01
283,2.0,0.05,dueldq:v01
284,1.0,0.07,dueldq:v01
285,1.0,0.06,dueldq:v01
286,3.0,0.13,dueldq:v01
287,2.0,0.14,dueldq:v01
288,-1.0,0.1,dueldq:v01
289,-1.0,0.08,dueldq:v01
290,1.0,0.11,dueldq:v01
291,-1.0,0.11,dueldq:v01
292,3.0,0.17,dueldq:v01
293,3.0,0.17,dueldq:v01
294,0.0,0.16,dueldq:v01
295,1.0,0.17,dueldq:v01
296,0.0,0.19,dueldq:v01
297,0.0,0.19,dueldq:v01
298,0.0,0.22,dueldq:v01
299,-1.0,0.21,dueldq:v01
300,1.0,0.2,dueldq:v01
301,2.0,0.23,dueldq:v01
302,1.0,0.26,dueldq:v01
303,0.0,0.26,dueldq:v01
304,-2.0,0.24,dueldq:v01
305,0.0,0.26,dueldq:v01
306,-1.0,0.26,dueldq:v01
307,1.0,0.28,dueldq:v01
308,1.0,0.3,dueldq:v01
309,-1.0,0.28,dueldq:v01
310,0.0,0.26,dueldq:v01
311,0.0,0.26,dueldq:v01
312,0.0,0.23,dueldq:v01
313,0.0,0.19,dueldq:v01
314,2.0,0.18,dueldq:v01
315,1.0,0.22,dueldq:v01
316,2.0,0.25,dueldq:v01
317,-1.0,0.23,dueldq:v01
318,2.0,0.28,dueldq:v01
319,1.0,0.31,dueldq:v01
320,0.0,0.29,dueldq:v01
321,0.0,0.27,dueldq:v01
322,1.0,0.28,dueldq:v01
323,0.0,0.24,dueldq:v01
324,-1.0,0.25,dueldq:v01
325,0.0,0.26,dueldq:v01
326,1.0,0.3,dueldq:v01
327,0.0,0.31,dueldq:v01
328,-1.0,0.31,dueldq:v01
329,2.0,0.37,dueldq:v01
330,0.0,0.39,dueldq:v01
331,0.0,0.39,dueldq:v01
332,-1.0,0.37,dueldq:v01
333,0.0,0.38,dueldq:v01
334,0.0,0.38,dueldq:v01
335,-2.0,0.35,dueldq:v01
336,0.0,0.36,dueldq:v01
337,-1.0,0.37,dueldq:v01
338,-3.0,0.32,dueldq:v01
339,2.0,0.34,dueldq:v01
340,0.0,0.33,dueldq:v01
341,-2.0,0.3,dueldq:v01
342,0.0,0.33,dueldq:v01
343,2.0,0.36,dueldq:v01
344,1.0,0.37,dueldq:v01
345,1.0,0.38,dueldq:v01
346,3.0,0.44,dueldq:v01
347,-2.0,0.43,dueldq:v01
348,0.0,0.42,dueldq:v01
349,-3.0,0.39,dueldq:v01
350,-1.0,0.37,dueldq:v01
351,-1.0,0.35,dueldq:v01
352,0.0,0.34,dueldq:v01
353,0.0,0.31,dueldq:v01
354,-2.0,0.29,dueldq:v01
355,0.0,0.29,dueldq:v01
356,-1.0,0.29,dueldq:v01
357,-2.0,0.29,dueldq:v01
358,-1.0,0.28,dueldq:v01
359,-3.0,0.26,dueldq:v01
360,0.0,0.25,dueldq:v01
361,0.0,0.23,dueldq:v01
362,0.0,0.21,dueldq:v01
363,-1.0,0.18,dueldq:v01
364,1.0,0.16,dueldq:v01
365,-1.0,0.16,dueldq:v01
366,2.0,0.19,dueldq:v01
367,0.0,0.18,dueldq:v01
368,1.0,0.19,dueldq:v01
369,0.0,0.18,dueldq:v01
370,4.0,0.23,dueldq:v01
371,0.0,0.22,dueldq:v01
372,1.0,0.19,dueldq:v01
373,0.0,0.2,dueldq:v01
374,3.0,0.22,dueldq:v01
375,2.0,0.24,dueldq:v01
376,0.0,0.26,dueldq:v01
377,-1.0,0.22,dueldq:v01
378,2.0,0.2,dueldq:v01
379,1.0,0.21,dueldq:v01
380,0.0,0.2,dueldq:v01
381,1.0,0.23,dueldq:v01
382,0.0,0.23,dueldq:v01
383,0.0,0.21,dueldq:v01
384,1.0,0.21,dueldq:v01
385,5.0,0.25,dueldq:v01
386,2.0,0.24,dueldq:v01
387,0.0,0.22,dueldq:v01
388,2.0,0.25,dueldq:v01
389,-1.0,0.25,dueldq:v01
390,-2.0,0.22,dueldq:v01
391,0.0,0.23,dueldq:v01
392,1.0,0.21,dueldq:v01
393,0.0,0.18,dueldq:v01
394,0.0,0.18,dueldq:v01
395,0.0,0.17,dueldq:v01
396,1.0,0.18,dueldq:v01
397,0.0,0.18,dueldq:v01
398,2.0,0.2,dueldq:v01
399,4.0,0.25,dueldq:v01
400,0.0,0.24,dueldq:v01
401,-2.0,0.2,dueldq:v01
402,-1.0,0.18,dueldq:v01
403,0.0,0.18,dueldq:v01
404,-1.0,0.19,dueldq:v01
405,-1.0,0.18,dueldq:v01
406,1.0,0.2,dueldq:v01
407,-2.0,0.17,dueldq:v01
408,0.0,0.16,dueldq:v01
409,-2.0,0.15,dueldq:v01
410,0.0,0.15,dueldq:v01
411,0.0,0.15,dueldq:v01
412,-1.0,0.14,dueldq:v01
413,1.0,0.15,dueldq:v01
414,-1.0,0.12,dueldq:v01
415,2.0,0.13,dueldq:v01
416,-2.0,0.09,dueldq:v01
417,2.0,0.12,dueldq:v01
418,0.0,0.1,dueldq:v01
419,-1.0,0.08,dueldq:v01
420,2.0,0.1,dueldq:v01
421,2.0,0.12,dueldq:v01
422,0.0,0.11,dueldq:v01
423,0.0,0.11,dueldq:v01
424,1.0,0.13,dueldq:v01
425,-2.0,0.11,dueldq:v01
426,0.0,0.1,dueldq:v01
427,-2.0,0.08,dueldq:v01
428,1.0,0.1,dueldq:v01
429,1.0,0.09,dueldq:v01
430,0.0,0.09,dueldq:v01
431,-1.0,0.08,dueldq:v01
432,0.0,0.09,dueldq:v01
433,0.0,0.09,dueldq:v01
434,-1.0,0.08,dueldq:v01
435,2.0,0.12,dueldq:v01
436,-1.0,0.11,dueldq:v01
437,-1.0,0.11,dueldq:v01
438,1.0,0.15,dueldq:v01
439,-1.0,0.12,dueldq:v01
440,-1.0,0.11,dueldq:v01
441,0.0,0.13,dueldq:v01
442,4.0,0.17,dueldq:v01
443,1.0,0.16,dueldq:v01
444,-2.0,0.13,dueldq:v01
445,1.0,0.13,dueldq:v01
446,0.0,0.1,dueldq:v01
447,-1.0,0.11,dueldq:v01
448,0.0,0.11,dueldq:v01
449,0.0,0.14,dueldq:v01
450,-1.0,0.14,dueldq:v01
451,2.0,0.17,dueldq:v01
452,0.0,0.17,dueldq:v01
453,0.0,0.17,dueldq:v01
454,-1.0,0.18,dueldq:v01
455,-1.0,0.17,dueldq:v01
456,-1.0,0.17,dueldq:v01
457,0.0,0.19,dueldq:v01
458,-1.0,0.19,dueldq:v01
459,0.0,0.22,dueldq:v01
460,0.0,0.22,dueldq:v01
461,0.0,0.22,dueldq:v01
462,0.0,0.22,dueldq:v01
463,-1.0,0.22,dueldq:v01
464,0.0,0.21,dueldq:v01
465,-1.0,0.21,dueldq:v01
466,-2.0,0.17,dueldq:v01
467,1.0,0.18,dueldq:v01
468,1.0,0.18,dueldq:v01
469,0.0,0.18,dueldq:v01
470,-1.0,0.13,dueldq:v01
471,0.0,0.13,dueldq:v01
472,-1.0,0.11,dueldq:v01
473,2.0,0.13,dueldq:v01
474,0.0,0.1,dueldq:v01
475,-1.0,0.07,dueldq:v01
476,0.0,0.07,dueldq:v01
477,0.0,0.08,dueldq:v01
478,0.0,0.06,dueldq:v01
479,0.0,0.05,dueldq:v01
480,-2.0,0.03,dueldq:v01
481,1.0,0.03,dueldq:v01
482,0.0,0.03,dueldq:v01
483,-2.0,0.01,dueldq:v01
484,0.0,0.0,dueldq:v01
485,-1.0,-0.06,dueldq:v01
486,1.0,-0.07,dueldq:v01
487,4.0,-0.03,dueldq:v01
488,1.0,-0.04,dueldq:v01
489,-1.0,-0.04,dueldq:v01
490,0.0,-0.02,dueldq:v01
491,1.0,-0.01,dueldq:v01
492,-1.0,-0.03,dueldq:v01
493,0.0,-0.03,dueldq:v01
494,0.0,-0.03,dueldq:v01
495,0.0,-0.03,dueldq:v01
496,1.0,-0.03,dueldq:v01
497,2.0,-0.01,dueldq:v01
498,0.0,-0.03,dueldq:v01
499,2.0,-0.05,dueldq:v01
500,1.0,-0.04,dueldq:v01
501,-1.0,-0.03,dueldq:v01
502,0.0,-0.02,dueldq:v01
503,1.0,-0.01,dueldq:v01
504,-3.0,-0.03,dueldq:v01
505,-2.0,-0.04,dueldq:v01
506,-2.0,-0.07,dueldq:v01
507,0.0,-0.05,dueldq:v01
508,0.0,-0.05,dueldq:v01
509,0.0,-0.03,dueldq:v01
510,0.0,-0.03,dueldq:v01
511,-3.0,-0.06,dueldq:v01
512,1.0,-0.04,dueldq:v01
513,0.0,-0.05,dueldq:v01
514,-2.0,-0.06,dueldq:v01
515,-1.0,-0.09,dueldq:v01
516,-1.0,-0.08,dueldq:v01
517,0.0,-0.1,dueldq:v01
518,1.0,-0.09,dueldq:v01
519,0.0,-0.08,dueldq:v01
520,0.0,-0.1,dueldq:v01
521,-2.0,-0.14,dueldq:v01
522,1.0,-0.13,dueldq:v01
523,0.0,-0.13,dueldq:v01
524,1.0,-0.13,dueldq:v01
525,2.0,-0.09,dueldq:v01
526,-4.0,-0.13,dueldq:v01
527,-1.0,-0.12,dueldq:v01
528,-1.0,-0.14,dueldq:v01
529,0.0,-0.15,dueldq:v01
530,0.0,-0.15,dueldq:v01
531,0.0,-0.14,dueldq:v01
532,-1.0,-0.15,dueldq:v01
533,1.0,-0.14,dueldq:v01
534,1.0,-0.12,dueldq:v01
535,1.0,-0.13,dueldq:v01
536,-2.0,-0.14,dueldq:v01
537,0.0,-0.13,dueldq:v01
538,1.0,-0.13,dueldq:v01
539,1.0,-0.11,dueldq:v01
540,0.0,-0.1,dueldq:v01
541,2.0,-0.08,dueldq:v01
542,0.0,-0.12,dueldq:v01
543,-1.0,-0.14,dueldq:v01
544,0.0,-0.12,dueldq:v01
545,1.0,-0.12,dueldq:v01
546,0.0,-0.12,dueldq:v01
547,0.0,-0.11,dueldq:v01
548,0.0,-0.11,dueldq:v01
549,0.0,-0.11,dueldq:v01
550,-1.0,-0.11,dueldq:v01
551,-1.0,-0.14,dueldq:v01
552,0.0,-0.14,dueldq:v01
553,-1.0,-0.15,dueldq:v01
554,1.0,-0.13,dueldq:v01
555,-1.0,-0.13,dueldq:v01
556,0.0,-0.12,dueldq:v01
557,1.0,-0.11,dueldq:v01
558,1.0,-0.09,dueldq:v01
559,0.0,-0.09,dueldq:v01
560,-1.0,-0.1,dueldq:v01
561,0.0,-0.1,dueldq:v01
562,0.0,-0.1,dueldq:v01
563,-1.0,-0.1,dueldq:v01
564,-1.0,-0.11,dueldq:v01
565,2.0,-0.08,dueldq:v01
566,-1.0,-0.07,dueldq:v01
567,2.0,-0.06,dueldq:v01
568,1.0,-0.06,dueldq:v01
569,0.0,-0.06,dueldq:v01
570,-4.0,-0.09,dueldq:v01
571,0.0,-0.09,dueldq:v01
572,-1.0,-0.09,dueldq:v01
573,1.0,-0.1,dueldq:v01
574,0.0,-0.1,dueldq:v01
575,1.0,-0.08,dueldq:v01
576,1.0,-0.07,dueldq:v01
577,2.0,-0.05,dueldq:v01
578,0.0,-0.05,dueldq:v01
579,1.0,-0.04,dueldq:v01
580,0.0,-0.02,dueldq:v01
581,2.0,-0.01,dueldq:v01
582,-1.0,-0.02,dueldq:v01
583,0.0,0.0,dueldq:v01
584,0.0,0.0,dueldq:v01
585,2.0,0.03,dueldq:v01
586,1.0,0.03,dueldq:v01
587,1.0,0.0,dueldq:v01
588,-2.0,-0.03,dueldq:v01
589,3.0,0.01,dueldq:v01
590,0.0,0.01,dueldq:v01
591,0.0,0.0,dueldq:v01
592,0.0,0.01,dueldq:v01
593,2.0,0.03,dueldq:v01
594,0.0,0.03,dueldq:v01
595,1.0,0.04,dueldq:v01
596,-2.0,0.01,dueldq:v01
597,1.0,0.0,dueldq:v01
598,0.0,0.0,dueldq:v01
599,0.0,-0.02,dueldq:v01
600,-1.0,-0.04,dueldq:v01
601,0.0,-0.03,dueldq:v01
602,0.0,-0.03,dueldq:v01
603,0.0,-0.04,dueldq:v01
604,0.0,-0.01,dueldq:v01
605,0.0,0.01,dueldq:v01
606,-1.0,0.02,dueldq:v01
607,0.0,0.02,dueldq:v01
608,1.0,0.03,dueldq:v01
609,0.0,0.03,dueldq:v01
610,2.0,0.05,dueldq:v01
611,0.0,0.08,dueldq:v01
612,1.0,0.08,dueldq:v01
613,-1.0,0.07,dueldq:v01
614,1.0,0.1,dueldq:v01
615,0.0,0.11,dueldq:v01
616,0.0,0.12,dueldq:v01
617,0.0,0.12,dueldq:v01
618,0.0,0.11,dueldq:v01
619,0.0,0.11,dueldq:v01
620,6.0,0.17,dueldq:v01
621,-1.0,0.18,dueldq:v01
622,-1.0,0.16,dueldq:v01
623,1.0,0.17,dueldq:v01
624,0.0,0.16,dueldq:v01
625,-1.0,0.13,dueldq:v01
626,1.0,0.18,dueldq:v01
627,0.0,0.19,dueldq:v01
628,2.0,0.22,dueldq:v01
629,-3.0,0.19,dueldq:v01
630,0.0,0.19,dueldq:v01
631,-1.0,0.18,dueldq:v01
632,-1.0,0.18,dueldq:v01
633,0.0,0.17,dueldq:v01
634,0.0,0.16,dueldq:v01
635,0.0,0.15,dueldq:v01
636,0.0,0.17,dueldq:v01
637,0.0,0.17,dueldq:v01
638,0.0,0.16,dueldq:v01
639,0.0,0.15,dueldq:v01
640,0.0,0.15,dueldq:v01
641,-2.0,0.11,dueldq:v01
642,1.0,0.12,dueldq:v01
643,1.0,0.14,dueldq:v01
644,0.0,0.14,dueldq:v01
645,-2.0,0.11,dueldq:v01
646,2.0,0.13,dueldq:v01
647,1.0,0.14,dueldq:v01
648,0.0,0.14,dueldq:v01
649,-2.0,0.12,dueldq:v01
650,0.0,0.13,dueldq:v01
651,0.0,0.14,dueldq:v01
652,-1.0,0.13,dueldq:v01
653,1.0,0.15,dueldq:v01
654,0.0,0.14,dueldq:v01
655,1.0,0.16,dueldq:v01
656,0.0,0.16,dueldq:v01
657,1.0,0.16,dueldq:v01
658,1.0,0.16,dueldq:v01
659,0.0,0.16,dueldq:v01
660,-1.0,0.16,dueldq:v01
661,0.0,0.16,dueldq:v01
662,2.0,0.18,dueldq:v01
663,2.0,0.21,dueldq:v01
664,-1.0,0.21,dueldq:v01
665,1.0,0.2,dueldq:v01
666,-1.0,0.2,dueldq:v01
667,3.0,0.21,dueldq:v01
668,0.0,0.2,dueldq:v01
669,2.0,0.22,dueldq:v01
670,0.0,0.26,dueldq:v01
671,0.0,0.26,dueldq:v01
672,-2.0,0.25,dueldq:v01
673,1.0,0.25,dueldq:v01
674,1.0,0.26,dueldq:v01
675,0.0,0.25,dueldq:v01
676,-2.0,0.22,dueldq:v01
677,-2.0,0.18,dueldq:v01
678,0.0,0.18,dueldq:v01
679,0.0,0.17,dueldq:v01
680,1.0,0.18,dueldq:v01
681,1.0,0.17,dueldq:v01
682,-1.0,0.17,dueldq:v01
683,2.0,0.19,dueldq:v01
684,0.0,0.19,dueldq:v01
685,1.0,0.18,dueldq:v01
686,0.0,0.17,dueldq:v01
687,-1.0,0.15,dueldq:v01
688,0.0,0.17,dueldq:v01
689,0.0,0.14,dueldq:v01
690,0.0,0.14,dueldq:v01
691,2.0,0.16,dueldq:v01
692,1.0,0.17,dueldq:v01
693,0.0,0.15,dueldq:v01
694,0.0,0.15,dueldq:v01
695,1.0,0.15,dueldq:v01
696,0.0,0.17,dueldq:v01
697,0.0,0.16,dueldq:v01
698,0.0,0.16,dueldq:v01
699,-1.0,0.15,dueldq:v01
700,0.0,0.16,dueldq:v01
701,1.0,0.17,dueldq:v01
702,-2.0,0.15,dueldq:v01
703,0.0,0.15,dueldq:v01
704,0.0,0.15,dueldq:v01
705,2.0,0.17,dueldq:v01
706,0.0,0.18,dueldq:v01
707,0.0,0.18,dueldq:v01
708,-1.0,0.16,dueldq:v01
709,0.0,0.16,dueldq:v01
710,-1.0,0.13,dueldq:v01
711,1.0,0.14,dueldq:v01
712,0.0,0.13,dueldq:v01
713,0.0,0.14,dueldq:v01
714,0.0,0.13,dueldq:v01
715,1.0,0.14,dueldq:v01
716,0.0,0.14,dueldq:v01
717,1.0,0.15,dueldq:v01
718,0.0,0.15,dueldq:v01
719,-1.0,0.14,dueldq:v01
720,-3.0,0.05,dueldq:v01
721,0.0,0.06,dueldq:v01
722,0.0,0.07,dueldq:v01
723,-1.0,0.05,dueldq:v01
724,1.0,0.06,dueldq:v01
725,1.0,0.08,dueldq:v01
726,-1.0,0.06,dueldq:v01
727,0.0,0.06,dueldq:v01
728,0.0,0.04,dueldq:v01
729,-2.0,0.05,dueldq:v01
730,0.0,0.05,dueldq:v01
731,1.0,0.07,dueldq:v01
732,0.0,0.08,dueldq:v01
733,1.0,0.09,dueldq:v01
734,3.0,0.12,dueldq:v01
735,0.0,0.12,dueldq:v01
736,-1.0,0.11,dueldq:v01
737,-1.0,0.1,dueldq:v01
738,1.0,0.11,dueldq:v01
739,-1.0,0.1,dueldq:v01
740,-1.0,0.09,dueldq:v01
741,-2.0,0.09,dueldq:v01
742,-1.0,0.07,dueldq:v01
743,-1.0,0.05,dueldq:v01
744,-3.0,0.02,dueldq:v01
745,-1.0,0.03,dueldq:v01
746,1.0,0.02,dueldq:v01
747,0.0,0.01,dueldq:v01
748,0.0,0.01,dueldq:v01
749,0.0,0.03,dueldq:v01
750,0.0,0.03,dueldq:v01
751,1.0,0.04,dueldq:v01
752,0.0,0.05,dueldq:v01
753,1.0,0.05,dueldq:v01
754,0.0,0.05,dueldq:v01
755,1.0,0.05,dueldq:v01
756,-2.0,0.03,dueldq:v01
757,1.0,0.03,dueldq:v01
758,0.0,0.02,dueldq:v01
759,1.0,0.03,dueldq:v01
760,0.0,0.04,dueldq:v01
761,1.0,0.05,dueldq:v01
762,0.0,0.03,dueldq:v01
763,-3.0,-0.02,dueldq:v01
764,1.0,0.0,dueldq:v01
765,0.0,-0.01,dueldq:v01
766,0.0,0.0,dueldq:v01
767,0.0,-0.03,dueldq:v01
768,2.0,-0.01,dueldq:v01
769,-1.0,-0.04,dueldq:v01
770,0.0,-0.04,dueldq:v01
