idx_episode,score,score_mave100,experiment
771,0.0,-0.04,dueldq:v01
772,0.0,-0.02,dueldq:v01
773,1.0,-0.02,dueldq:v01
774,2.0,-0.01,dueldq:v01
775,1.0,0.0,dueldq:v01
776,-1.0,0.01,dueldq:v01
777,1.0,0.04,dueldq:v01
778,1.0,0.05,dueldq:v01
779,2.0,0.07,dueldq:v01
780,0.0,0.06,dueldq:v01
781,0.0,0.05,dueldq:v01
782,-1.0,0.05,dueldq:v01
783,-2.0,0.01,dueldq:v01
784,-4.0,-0.03,dueldq:v01
785,-2.0,-0.06,dueldq:v01
786,-1.0,-0.07,dueldq:v01
787,0.0,-0.06,dueldq:v01
788,0.0,-0.06,dueldq:v01
789,2.0,-0.04,dueldq:v01
790,0.0,-0.04,dueldq:v01
791,0.0,-0.06,dueldq:v01
792,1.0,-0.06,dueldq:v01
793,1.0,-0.05,dueldq:v01
794,-1.0,-0.06,dueldq:v01
795,-1.0,-0.08,dueldq:v01
796,-1.0,-0.09,dueldq:v01
797,0.0,-0.09,dueldq:v01
798,0.0,-0.09,dueldq:v01
799,0.0,-0.08,dueldq:v01
800,0.0,-0.08,dueldq:v01
801,0.0,-0.09,dueldq:v01
802,0.0,-0.07,dueldq:v01
803,0.0,-0.07,dueldq:v01
804,1.0,-0.06,dueldq:v01
805,0.0,-0.08,dueldq:v01
806,0.0,-0.08,dueldq:v01
807,0.0,-0.08,dueldq:v01
808,-1.0,-0.08,dueldq:v01
809,0.0,-0.08,dueldq:v01
810,1.0,-0.06,dueldq:v01
811,-1.0,-0.08,dueldq:v01
812,1.0,-0.07,dueldq:v01
813,0.0,-0.07,dueldq:v01
814,0.0,-0.07,dueldq:v01
815,2.0,-0.06,dueldq:v01
816,2.0,-0.04,dueldq:v01
817,-1.0,-0.06,dueldq:v01
818,2.0,-0.04,dueldq:v01
819,-1.0,-0.04,dueldq:v01
820,0.0,-0.01,dueldq:v01
821,1.0,0.0,dueldq:v01
822,0.0,0.0,dueldq:v01
823,0.0,0.01,dueldq:v01
824,1.0,0.01,dueldq:v01
825,-2.0,-0.02,dueldq:v01
826,-2.0,-0.03,dueldq:v01
827,1.0,-0.02,dueldq:v01
828,-1.0,-0.03,dueldq:v01
829,1.0,0.0,dueldq:v01
830,0.0,0.0,dueldq:v01
831,1.0,0.0,dueldq:v01
832,1.0,0.01,dueldq:v01
833,-1.0,-0.01,dueldq:v01
834,0.0,-0.04,dueldq:v01
835,0.0,-0.04,dueldq:v01
836,1.0,-0.02,dueldq:v01
837,0.0,-0.01,dueldq:v01
838,1.0,-0.01,dueldq:v01
839,-2.0,-0.02,dueldq:v01
840,3.0,0.02,dueldq:v01
841,-2.0,0.02,dueldq:v01
842,2.0,0.05,dueldq:v01
843,0.0,0.06,dueldq:v01
844,0.0,0.09,dueldq:v01
845,3.0,0.13,dueldq:v01
846,0.0,0.12,dueldq:v01
847,1.0,0.13,dueldq:v01
848,0.0,0.13,dueldq:v01
849,0.0,0.13,dueldq:v01
850,0.0,0.13,dueldq:v01
851,0.0,0.12,dueldq:v01
852,0.0,0.12,dueldq:v01
853,1.0,0.12,dueldq:v01
854,-1.0,0.11,dueldq:v01
855,0.0,0.1,dueldq:v01
856,0.0,0.12,dueldq:v01
857,2.0,0.13,dueldq:v01
858,0.0,0.13,dueldq:v01
859,3.0,0.15,dueldq:v01
860,-1.0,0.14,dueldq:v01
861,-1.0,0.12,dueldq:v01
862,0.0,0.12,dueldq:v01
863,1.0,0.16,dueldq:v01
864,-1.0,0.14,dueldq:v01
865,0.0,0.14,dueldq:v01
866,0.0,0.14,dueldq:v01
867,0.0,0.14,dueldq:v01
868,0.0,0.12,dueldq:v01
869,3.0,0.16,dueldq:v01
870,-1.0,0.15,dueldq:v01
871,0.0,0.15,dueldq:v01
872,0.0,0.15,dueldq:v01
873,0.0,0.14,dueldq:v01
874,0.0,0.12,dueldq:v01
875,0.0,0.11,dueldq:v01
876,0.0,0.12,dueldq:v01
877,0.0,0.11,dueldq:v01
878,0.0,0.1,dueldq:v01
879,-2.0,0.06,dueldq:v01
880,-1.0,0.05,dueldq:v01
881,0.0,0.05,dueldq:v01
882,0.0,0.06,dueldq:v01
883,0.0,0.08,dueldq:v01
884,-1.0,0.11,dueldq:v01
885,1.0,0.14,dueldq:v01
886,-1.0,0.14,dueldq:v01
887,1.0,0.15,dueldq:v01
888,1.0,0.16,dueldq:v01
889,0.0,0.14,dueldq:v01
890,0.0,0.14,dueldq:v01
891,0.0,0.14,dueldq:v01
892,0.0,0.13,dueldq:v01
893,1.0,0.13,dueldq:v01
894,3.0,0.17,dueldq:v01
895,1.0,0.19,dueldq:v01
896,-1.0,0.19,dueldq:v01
897,0.0,0.19,dueldq:v01
898,1.0,0.2,dueldq:v01
899,0.0,0.2,dueldq:v01
900,-2.0,0.18,dueldq:v01
901,2.0,0.2,dueldq:v01
902,1.0,0.21,dueldq:v01
903,0.0,0.21,dueldq:v01
904,3.0,0.23,dueldq:v01
905,1.0,0.24,dueldq:v01
906,-2.0,0.22,dueldq:v01
907,0.0,0.22,dueldq:v01
908,0.0,0.23,dueldq:v01
909,1.0,0.24,dueldq:v01
910,4.0,0.27,dueldq:v01
911,2.0,0.3,dueldq:v01
912,0.0,0.29,dueldq:v01
913,1.0,0.3,dueldq:v01
914,1.0,0.31,dueldq:v01
915,-1.0,0.28,dueldq:v01
916,3.0,0.29,dueldq:v01
917,0.0,0.3,dueldq:v01
918,3.0,0.31,dueldq:v01
919,-1.0,0.31,dueldq:v01
920,0.0,0.31,dueldq:v01
921,-2.0,0.28,dueldq:v01
922,-1.0,0.27,dueldq:v01
923,2.0,0.29,dueldq:v01
924,-1.0,0.27,dueldq:v01
925,0.0,0.29,dueldq:v01
926,0.0,0.31,dueldq:v01
927,0.0,0.3,dueldq:v01
928,0.0,0.31,dueldq:v01
929,-2.0,0.28,dueldq:v01
930,3.0,0.31,dueldq:v01
931,0.0,0.3,dueldq:v01
932,0.0,0.29,dueldq:v01
933,-2.0,0.28,dueldq:v01
934,2.0,0.3,dueldq:v01
935,2.0,0.32,dueldq:v01
936,0.0,0.31,dueldq:v01
937,0.0,0.31,dueldq:v01
938,2.0,0.32,dueldq:v01
939,0.0,0.34,dueldq:v01
940,3.0,0.34,dueldq:v01
941,0.0,0.36,dueldq:v01
942,-2.0,0.32,dueldq:v01
943,1.0,0.33,dueldq:v01
944,1.0,0.34,dueldq:v01
945,-1.0,0.3,dueldq:v01
946,-1.0,0.29,dueldq:v01
947,0.0,0.28,dueldq:v01
948,0.0,0.28,dueldq:v01
949,0.0,0.28,dueldq:v01
950,0.0,0.28,dueldq:v01
951,1.0,0.29,dueldq:v01
952,1.0,0.3,dueldq:v01
953,2.0,0.31,dueldq:v01
954,0.0,0.32,dueldq:v01
955,0.0,0.32,dueldq:v01
956,-3.0,0.29,dueldq:v01
957,-1.0,0.26,dueldq:v01
958,0.0,0.26,dueldq:v01
959,-1.0,0.22,dueldq:v01
960,0.0,0.23,dueldq:v01
961,0.0,0.24,dueldq:v01
962,0.0,0.24,dueldq:v01
963,-1.0,0.22,dueldq:v01
964,0.0,0.23,dueldq:v01
965,0.0,0.23,dueldq:v01
966,3.0,0.26,dueldq:v01
967,0.0,0.26,dueldq:v01
968,0.0,0.26,dueldq:v01
969,0.0,0.23,dueldq:v01
970,-3.0,0.21,dueldq:v01
971,1.0,0.22,dueldq:v01
972,1.0,0.23,dueldq:v01
973,1.0,0.24,dueldq:v01
974,0.0,0.24,dueldq:v01
975,1.0,0.25,dueldq:v01
976,1.0,0.26,dueldq:v01
977,1.0,0.27,dueldq:v01
978,0.0,0.27,dueldq:v01
979,0.0,0.29,dueldq:v01
980,0.0,0.3,dueldq:v01
981,0.0,0.3,dueldq:v01
982,-1.0,0.29,dueldq:v01
983,0.0,0.29,dueldq:v01
984,1.0,0.31,dueldq:v01
985,1.0,0.31,dueldq:v01
986,1.0,0.33,dueldq:v01
987,-1.0,0.31,dueldq:v01
988,0.0,0.3,dueldq:v01
989,0.0,0.3,dueldq:v01
990,2.0,0.32,dueldq:v01
991,0.0,0.32,dueldq:v01
992,0.0,0.32,dueldq:v01
993,0.0,0.31,dueldq:v01
994,0.0,0.28,dueldq:v01
995,0.0,0.27,dueldq:v01
996,1.0,0.29,dueldq:v01
997,-3.0,0.26,dueldq:v01
998,0.0,0.25,dueldq:v01
999,0.0,0.25,dueldq:v01
1000,0.0,0.27,dueldq:v01
1001,3.0,0.28,dueldq:v01
1002,0.0,0.27,dueldq:v01
1003,-1.0,0.26,dueldq:v01
1004,0.0,0.23,dueldq:v01
1005,2.0,0.24,dueldq:v01
1006,0.0,0.26,dueldq:v01
1007,-1.0,0.25,dueldq:v01
1008,-1.0,0.24,dueldq:v01
1009,0.0,0.23,dueldq:v01
1010,0.0,0.19,dueldq:v01
1011,0.0,0.17,dueldq:v01
1012,0.0,0.17,dueldq:v01
1013,0.0,0.16,dueldq:v01
1014,0.0,0.15,dueldq:v01
1015,0.0,0.16,dueldq:v01
1016,1.0,0.14,dueldq:v01
1017,5.0,0.19,dueldq:v01
1018,2.0,0.18,dueldq:v01
1019,-1.0,0.18,dueldq:v01
1020,0.0,0.18,dueldq:v01
1021,0.0,0.2,dueldq:v01
1022,-1.0,0.2,dueldq:v01
1023,0.0,0.18,dueldq:v01
1024,1.0,0.2,dueldq:v01
1025,-2.0,0.18,dueldq:v01
1026,-1.0,0.17,dueldq:v01
1027,0.0,0.17,dueldq:v01
1028,0.0,0.17,dueldq:v01
1029,1.0,0.2,dueldq:v01
1030,-1.0,0.16,dueldq:v01
1031,1.0,0.17,dueldq:v01
1032,1.0,0.18,dueldq:v01
1033,2.0,0.22,dueldq:v01
1034,-1.0,0.19,dueldq:v01
1035,1.0,0.18,dueldq:v01
1036,0.0,0.18,dueldq:v01
1037,0.0,0.18,dueldq:v01
1038,1.0,0.17,dueldq:v01
1039,2.0,0.19,dueldq:v01
1040,0.0,0.16,dueldq:v01
1041,-1.0,0.15,dueldq:v01
1042,2.0,0.19,dueldq:v01
1043,1.0,0.19,dueldq:v01
1044,0.0,0.18,dueldq:v01
1045,0.0,0.19,dueldq:v01
1046,1.0,0.21,dueldq:v01
1047,2.0,0.23,dueldq:v01
1048,-1.0,0.22,dueldq:v01
1049,-1.0,0.21,dueldq:v01
1050,2.0,0.23,dueldq:v01
1051,3.0,0.25,dueldq:v01
1052,-2.0,0.22,dueldq:v01
1053,0.0,0.2,dueldq:v01
1054,0.0,0.2,dueldq:v01
1055,-1.0,0.19,dueldq:v01
1056,-2.0,0.2,dueldq:v01
1057,-2.0,0.19,dueldq:v01
1058,2.0,0.21,dueldq:v01
1059,0.0,0.22,dueldq:v01
1060,0.0,0.22,dueldq:v01
1061,0.0,0.22,dueldq:v01
1062,1.0,0.23,dueldq:v01
1063,0.0,0.24,dueldq:v01
1064,-3.0,0.21,dueldq:v01
1065,-1.0,0.2,dueldq:v01
1066,0.0,0.17,dueldq:v01
1067,1.0,0.18,dueldq:v01
1068,0.0,0.18,dueldq:v01
1069,0.0,0.18,dueldq:v01
1070,-1.0,0.2,dueldq:v01
1071,0.0,0.19,dueldq:v01
1072,0.0,0.18,dueldq:v01
1073,0.0,0.17,dueldq:v01
1074,0.0,0.17,dueldq:v01
1075,-1.0,0.15,dueldq:v01
1076,-2.0,0.12,dueldq:v01
1077,0.0,0.11,dueldq:v01
1078,0.0,0.11,dueldq:v01
1079,0.0,0.11,dueldq:v01
1080,0.0,0.11,dueldq:v01
1081,0.0,0.11,dueldq:v01
1082,1.0,0.13,dueldq:v01
1083,0.0,0.13,dueldq:v01
1084,1.0,0.13,dueldq:v01
1085,0.0,0.12,dueldq:v01
1086,0.0,0.11,dueldq:v01
1087,0.0,0.12,dueldq:v01
1088,-1.0,0.11,dueldq:v01
1089,0.0,0.11,dueldq:v01
1090,0.0,0.09,dueldq:v01
1091,1.0,0.1,dueldq:v01
1092,1.0,0.11,dueldq:v01
1093,0.0,0.11,dueldq:v01
1094,0.0,0.11,dueldq:v01
1095,2.0,0.13,dueldq:v01
1096,3.0,0.15,dueldq:v01
1097,0.0,0.18,dueldq:v01
1098,0.0,0.18,dueldq:v01
1099,-2.0,0.16,dueldq:v01
1100,-2.0,0.14,dueldq:v01
1101,-1.0,0.1,dueldq:v01
1102,0.0,0.1,dueldq:v01
1103,0.0,0.11,dueldq:v01
1104,1.0,0.12,dueldq:v01
1105,2.0,0.12,dueldq:v01
1106,0.0,0.12,dueldq:v01
1107,-1.0,0.12,dueldq:v01
1108,-1.0,0.12,dueldq:v01
1109,0.0,0.12,dueldq:v01
1110,0.0,0.12,dueldq:v01
1111,2.0,0.14,dueldq:v01
1112,1.0,0.15,dueldq:v01
1113,0.0,0.15,dueldq:v01
1114,1.0,0.16,dueldq:v01
1115,-1.0,0.15,dueldq:v01
1116,-3.0,0.11,dueldq:v01
1117,-1.0,0.05,dueldq:v01
1118,0.0,0.03,dueldq:v01
1119,-1.0,0.03,dueldq:v01
1120,-2.0,0.01,dueldq:v01
1121,2.0,0.03,dueldq:v01
1122,0.0,0.04,dueldq:v01
1123,1.0,0.05,dueldq:v01
1124,-1.0,0.03,dueldq:v01
1125,0.0,0.05,dueldq:v01
1126,-2.0,0.04,dueldq:v01
1127,1.0,0.05,dueldq:v01
1128,0.0,0.05,dueldq:v01
1129,0.0,0.04,dueldq:v01
1130,0.0,0.05,dueldq:v01
1131,1.0,0.05,dueldq:v01
1132,-3.0,0.01,dueldq:v01
1133,1.0,0.0,dueldq:v01
1134,0.0,0.01,dueldq:v01
1135,0.0,0.0,dueldq:v01
1136,0.0,0.0,dueldq:v01
1137,-1.0,-0.01,dueldq:v01
1138,-1.0,-0.03,dueldq:v01
1139,0.0,-0.05,dueldq:v01
1140,2.0,-0.03,dueldq:v01
1141,-1.0,-0.03,dueldq:v01
1142,0.0,-0.05,dueldq:v01
1143,0.0,-0.06,dueldq:v01
1144,0.0,-0.06,dueldq:v01
1145,0.0,-0.06,dueldq:v01
1146,-1.0,-0.08,dueldq:v01
1147,-2.0,-0.12,dueldq:v01
1148,-1.0,-0.12,dueldq:v01
1149,0.0,-0.11,dueldq:v01
1150,1.0,-0.12,dueldq:v01
1151,1.0,-0.14,dueldq:v01
1152,1.0,-0.11,dueldq:v01
1153,0.0,-0.11,dueldq:v01
1154,0.0,-0.11,dueldq:v01
1155,-1.0,-0.11,dueldq:v01
1156,0.0,-0.09,dueldq:v01
1157,0.0,-0.07,dueldq:v01
1158,-1.0,-0.1,dueldq:v01
1159,1.0,-0.09,dueldq:v01
1160,0.0,-0.09,dueldq:v01
1161,-2.0,-0.11,dueldq:v01
1162,0.0,-0.12,dueldq:v01
1163,0.0,-0.12,dueldq:v01
1164,-2.0,-0.11,dueldq:v01
1165,0.0,-0.1,dueldq:v01
1166,-1.0,-0.11,dueldq:v01
1167,0.0,-0.12,dueldq:v01
1168,1.0,-0.11,dueldq:v01
1169,0.0,-0.11,dueldq:v01
1170,0.0,-0.1,dueldq:v01
1171,0.0,-0.1,dueldq:v01
1172,2.0,-0.08,dueldq:v01
1173,0.0,-0.08,dueldq:v01
1174,0.0,-0.08,dueldq:v01
1175,0.0,-0.07,dueldq:v01
1176,0.0,-0.05,dueldq:v01
1177,-2.0,-0.07,dueldq:v01
1178,-1.0,-0.08,dueldq:v01
1179,1.0,-0.07,dueldq:v01
1180,0.0,-0.07,dueldq:v01
1181,0.0,-0.07,dueldq:v01
1182,3.0,-0.05,dueldq:v01
1183,-2.0,-0.07,dueldq:v01
1184,0.0,-0.08,dueldq:v01
1185,0.0,-0.08,dueldq:v01
1186,1.0,-0.07,dueldq:v01
1187,-1.0,-0.08,dueldq:v01
1188,-2.0,-0.09,dueldq:v01
1189,2.0,-0.07,dueldq:v01
1190,0.0,-0.07,dueldq:v01
1191,-1.0,-0.09,dueldq:v01
1192,1.0,-0.09,dueldq:v01
1193,0.0,-0.09,dueldq:v01
1194,-1.0,-0.1,dueldq:v01
1195,1.0,-0.11,dueldq:v01
1196,0.0,-0.14,dueldq:v01
1197,0.0,-0.14,dueldq:v01
1198,1.0,-0.13,dueldq:v01
1199,-1.0,-0.12,dueldq:v01
1200,0.0,-0.1,dueldq:v01
1201,2.0,-0.07,dueldq:v01
1202,-2.0,-0.09,dueldq:v01
1203,0.0,-0.09,dueldq:v01
1204,0.0,-0.1,dueldq:v01
1205,-1.0,-0.13,dueldq:v01
1206,-1.0,-0.14,dueldq:v01
1207,0.0,-0.13,dueldq:v01
1208,-2.0,-0.14,dueldq:v01
1209,0.0,-0.14,dueldq:v01
1210,0.0,-0.14,dueldq:v01
1211,-2.0,-0.18,dueldq:v01
1212,0.0,-0.19,dueldq:v01
1213,2.0,-0.17,dueldq:v01
1214,0.0,-0.18,dueldq:v01
1215,1.0,-0.16,dueldq:v01
1216,1.0,-0.12,dueldq:v01
1217,1.0,-0.1,dueldq:v01
1218,0.0,-0.1,dueldq:v01
1219,0.0,-0.09,dueldq:v01
1220,0.0,-0.07,dueldq:v01
1221,1.0,-0.08,dueldq:v01
1222,2.0,-0.06,dueldq:v01
1223,2.0,-0.05,dueldq:v01
1224,0.0,-0.04,dueldq:v01
1225,-1.0,-0.05,dueldq:v01
1226,-3.0,-0.06,dueldq:v01
1227,0.0,-0.07,dueldq:v01
1228,4.0,-0.03,dueldq:v01
1229,0.0,-0.03,dueldq:v01
1230,0.0,-0.03,dueldq:v01
1231,-1.0,-0.05,dueldq:v01
1232,1.0,-0.01,dueldq:v01
1233,0.0,-0.02,dueldq:v01
1234,3.0,0.01,dueldq:v01
1235,-2.0,-0.01,dueldq:v01
1236,1.0,0.0,dueldq:v01
1237,0.0,0.01,dueldq:v01
1238,0.0,0.02,dueldq:v01
1239,1.0,0.03,dueldq:v01
1240,1.0,0.02,dueldq:v01
1241,1.0,0.04,dueldq:v01
1242,-1.0,0.03,dueldq:v01
1243,-5.0,-0.02,dueldq:v01
1244,-1.0,-0.03,dueldq:v01
1245,0.0,-0.03,dueldq:v01
1246,-1.0,-0.03,dueldq:v01
1247,1.0,0.0,dueldq:v01
1248,-3.0,-0.02,dueldq:v01
1249,1.0,-0.01,dueldq:v01
1250,2.0,0.0,dueldq:v01
1251,-2.0,-0.03,dueldq:v01
1252,-1.0,-0.05,dueldq:v01
1253,0.0,-0.05,dueldq:v01
1254,-1.0,-0.06,dueldq:v01
1255,0.0,-0.05,dueldq:v01
1256,-1.0,-0.06,dueldq:v01
1257,0.0,-0.06,dueldq:v01
1258,-1.0,-0.06,dueldq:v01
1259,1.0,-0.06,dueldq:v01
1260,-1.0,-0.07,dueldq:v01
1261,0.0,-0.05,dueldq:v01
1262,2.0,-0.03,dueldq:v01
1263,1.0,-0.02,dueldq:v01
1264,0.0,0.0,dueldq:v01
1265,0.0,0.0,dueldq:v01
1266,0.0,0.01,dueldq:v01
1267,1.0,0.02,dueldq:v01
1268,0.0,0.01,dueldq:v01
1269,0.0,0.01,dueldq:v01
1270,1.0,0.02,dueldq:v01
1271,0.0,0.02,dueldq:v01
1272,-1.0,-0.01,dueldq:v01
1273,0.0,-0.01,dueldq:v01
1274,0.0,-0.01,dueldq:v01
1275,0.0,-0.01,dueldq:v01
1276,1.0,0.0,dueldq:v01
1277,-2.0,0.0,dueldq:v01
1278,0.0,0.01,dueldq:v01
1279,0.0,0.0,dueldq:v01
1280,0.0,0.0,dueldq:v01
1281,0.0,0.0,dueldq:v01
1282,0.0,-0.03,dueldq:v01
1283,-2.0,-0.03,dueldq:v01
1284,1.0,-0.02,dueldq:v01
1285,0.0,-0.02,dueldq:v01
1286,0.0,-0.03,dueldq:v01
1287,1.0,-0.01,dueldq:v01
1288,1.0,0.02,dueldq:v01
1289,0.0,0.0,dueldq:v01
1290,0.0,0.0,dueldq:v01
1291,0.0,0.01,dueldq:v01
1292,-1.0,-0.01,dueldq:v01
1293,-2.0,-0.03,dueldq:v01
1294,0.0,-0.02,dueldq:v01
1295,-1.0,-0.04,dueldq:v01
1296,-1.0,-0.05,dueldq:v01
1297,2.0,-0.03,dueldq:v01
1298,-1.0,-0.05,dueldq:v01
1299,0.0,-0.04,dueldq:v01
1300,1.0,-0.03,dueldq:v01
1301,0.0,-0.05,dueldq:v01
1302,0.0,-0.03,dueldq:v01
1303,1.0,-0.02,dueldq:v01
1304,2.0,0.0,dueldq:v01
1305,0.0,0.01,dueldq:v01
1306,0.0,0.02,dueldq:v01
1307,2.0,0.04,dueldq:v01
1308,0.0,0.06,dueldq:v01
1309,2.0,0.08,dueldq:v01
1310,1.0,0.09,dueldq:v01
1311,0.0,0.11,dueldq:v01
1312,1.0,0.12,dueldq:v01
1313,1.0,0.11,dueldq:v01
1314,-1.0,0.1,dueldq:v01
1315,-1.0,0.08,dueldq:v01
1316,-1.0,0.06,dueldq:v01
1317,-2.0,0.03,dueldq:v01
1318,0.0,0.03,dueldq:v01
1319,0.0,0.03,dueldq:v01
1320,0.0,0.03,dueldq:v01
1321,-2.0,0.0,dueldq:v01
1322,-1.0,-0.03,dueldq:v01
1323,2.0,-0.03,dueldq:v01
1324,-1.0,-0.04,dueldq:v01
1325,-1.0,-0.04,dueldq:v01
1326,0.0,-0.01,dueldq:v01
1327,0.0,-0.01,dueldq:v01
1328,0.0,-0.05,dueldq:v01
1329,-1.0,-0.06,dueldq:v01
1330,1.0,-0.05,dueldq:v01
1331,0.0,-0.04,dueldq:v01
1332,0.0,-0.05,dueldq:v01
1333,-1.0,-0.06,dueldq:v01
1334,0.0,-0.09,dueldq:v01
1335,0.0,-0.07,dueldq:v01
1336,0.0,-0.08,dueldq:v01
1337,1.0,-0.07,dueldq:v01
1338,-1.0,-0.08,dueldq:v01
1339,3.0,-0.06,dueldq:v01
1340,0.0,-0.07,dueldq:v01
1341,2.0,-0.06,dueldq:v01
1342,0.0,-0.05,dueldq:v01
1343,0.0,0.0,dueldq:v01
1344,-2.0,-0.01,dueldq:v01
1345,0.0,-0.01,dueldq:v01
1346,0.0,0.0,dueldq:v01
1347,1.0,0.0,dueldq:v01
1348,1.0,0.04,dueldq:v01
1349,-1.0,0.02,dueldq:v01
1350,0.0,0.0,dueldq:v01
1351,0.0,0.02,dueldq:v01
1352,-1.0,0.02,dueldq:v01
1353,0.0,0.02,dueldq:v01
1354,1.0,0.04,dueldq:v01
1355,0.0,0.04,dueldq:v01
1356,0.0,0.05,dueldq:v01
1357,0.0,0.05,dueldq:v01
1358,0.0,0.06,dueldq:v01
1359,0.0,0.05,dueldq:v01
1360,0.0,0.06,dueldq:v01
1361,0.0,0.06,dueldq:v01
1362,0.0,0.04,dueldq:v01
1363,1.0,0.04,dueldq:v01
1364,0.0,0.04,dueldq:v01
1365,-1.0,0.03,dueldq:v01
1366,0.0,0.03,dueldq:v01
1367,-1.0,0.01,dueldq:v01
1368,0.0,0.01,dueldq:v01
1369,1.0,0.02,dueldq:v01
1370,-1.0,0.0,dueldq:v01
1371,-2.0,-0.02,dueldq:v01
1372,0.0,-0.01,dueldq:v01
1373,-1.0,-0.02,dueldq:v01
1374,1.0,-0.01,dueldq:v01
1375,-1.0,-0.02,dueldq:v01
1376,-2.0,-0.05,dueldq:v01
1377,1.0,-0.02,dueldq:v01
1378,0.0,-0.02,dueldq:v01
1379,0.0,-0.02,dueldq:v01
1380,0.0,-0.02,dueldq:v01
1381,1.0,-0.01,dueldq:v01
1382,0.0,-0.01,dueldq:v01
1383,0.0,0.01,dueldq:v01
1384,0.0,0.0,dueldq:v01
1385,0.0,0.0,dueldq:v01
1386,-1.0,-0.01,dueldq:v01
1387,0.0,-0.02,dueldq:v01
1388,0.0,-0.03,dueldq:v01
1389,0.0,-0.03,dueldq:v01
1390,0.0,-0.03,dueldq:v01
1391,0.0,-0.03,dueldq:v01
1392,0.0,-0.02,dueldq:v01
1393,0.0,0.0,dueldq:v01
1394,-1.0,-0.01,dueldq:v01
1395,-1.0,-0.01,dueldq:v01
1396,-2.0,-0.02,dueldq:v01
1397,0.0,-0.04,dueldq:v01
1398,1.0,-0.02,dueldq:v01
1399,0.0,-0.02,dueldq:v01
1400,1.0,-0.02,dueldq:v01
1401,0.0,-0.02,dueldq:v01
1402,1.0,-0.01,dueldq:v01
1403,-1.0,-0.03,dueldq:v01
1404,0.0,-0.05,dueldq:v01
1405,1.0,-0.04,dueldq:v01
1406,0.0,-0.04,dueldq:v01
1407,0.0,-0.06,dueldq:v01
1408,-1.0,-0.07,dueldq:v01
1409,0.0,-0.09,dueldq:v01
1410,1.0,-0.09,dueldq:v01
1411,1.0,-0.08,dueldq:v01
1412,1.0,-0.08,dueldq:v01
1413,0.0,-0.09,dueldq:v01
1414,1.0,-0.07,dueldq:v01
1415,0.0,-0.06,dueldq:v01
1416,-3.0,-0.08,dueldq:v01
1417,0.0,-0.06,dueldq:v01
1418,1.0,-0.05,dueldq:v01
1419,2.0,-0.03,dueldq:v01
1420,0.0,-0.03,dueldq:v01
1421,0.0,-0.01,dueldq:v01
1422,0.0,0.0,dueldq:v01
1423,0.0,-0.02,dueldq:v01
1424,-3.0,-0.04,dueldq:v01
1425,0.0,-0.03,dueldq:v01
1426,0.0,-0.03,dueldq:v01
1427,2.0,-0.01,dueldq:v01
1428,0.0,-0.01,dueldq:v01
1429,1.0,0.01,dueldq:v01
1430,-1.0,-0.01,dueldq:v01
1431,1.0,0.0,dueldq:v01
1432,1.0,0.01,dueldq:v01
1433,1.0,0.03,dueldq:v01
1434,0.0,0.03,dueldq:v01
1435,-1.0,0.02,dueldq:v01
1436,-1.0,0.01,dueldq:v01
1437,0.0,0.0,dueldq:v01
1438,0.0,0.01,dueldq:v01
1439,0.0,-0.02,dueldq:v01
1440,-1.0,-0.03,dueldq:v01
1441,1.0,-0.04,dueldq:v01
1442,-2.0,-0.06,dueldq:v01
1443,1.0,-0.05,dueldq:v01
1444,3.0,0.0,dueldq:v01
1445,0.0,0.0,dueldq:v01
1446,1.0,0.01,dueldq:v01
1447,0.0,0.0,dueldq:v01
1448,0.0,-0.01,dueldq:v01
1449,-1.0,-0.01,dueldq:v01
1450,0.0,-0.01,dueldq:v01
1451,1.0,0.0,dueldq:v01
1452,0.0,0.01,dueldq:v01
1453,0.0,0.01,dueldq:v01
1454,0.0,0.0,dueldq:v01
1455,1.0,0.01,dueldq:v01
1456,-1.0,0.0,dueldq:v01
1457,-2.0,-0.02,dueldq:v01
1458,2.0,0.0,dueldq:v01
1459,0.0,0.0,dueldq:v01
1460,-1.0,-0.01,dueldq:v01
1461,-1.0,-0.02,dueldq:v01
1462,0.0,-0.02,dueldq:v01
1463,0.0,-0.03,dueldq:v01
1464,-1.0,-0.04,dueldq:v01
1465,1.0,-0.02,dueldq:v01
1466,1.0,-0.01,dueldq:v01
1467,-2.0,-0.02,dueldq:v01
1468,0.0,-0.02,dueldq:v01
1469,0.0,-0.03,dueldq:v01
1470,-1.0,-0.03,dueldq:v01
1471,2.0,0.01,dueldq:v01
1472,-3.0,-0.02,dueldq:v01
1473,0.0,-0.01,dueldq:v01
1474,-2.0,-0.04,dueldq:v01
1475,2.0,-0.01,dueldq:v01
1476,0.0,0.01,dueldq:v01
1477,1.0,0.01,dueldq:v01
1478,-2.0,-0.01,dueldq:v01
1479,1.0,0.0,dueldq:v01
1480,-1.0,-0.01,dueldq:v01
1481,-1.0,-0.03,dueldq:v01
1482,0.0,-0.03,dueldq:v01
1483,1.0,-0.02,dueldq:v01
1484,1.0,-0.01,dueldq:v01
1485,3.0,0.02,dueldq:v01
1486,-1.0,0.02,dueldq:v01
1487,-1.0,0.01,dueldq:v01
1488,0.0,0.01,dueldq:v01
1489,-1.0,0.0,dueldq:v01
1490,0.0,0.0,dueldq:v01
1491,-1.0,-0.01,dueldq:v01
1492,-1.0,-0.02,dueldq:v01
